s,x,m
1,0.0013548417096806986,28.14160526549403
1,0.2514932849733076,45.790267966976515
1,0.5035065247993145,63.8872332060924
1,0.7574093566509879,81.64686188223655
1,1.0000274772889695,98.62465600547854
