s,x,m
1,0,0
1,0.18318890814558042,2.458750757351602
1,0.3713178622254161,11.987713291344292
1,0.478616618055262,25.93904552563724
1,0.5496019500922911,41.92247537726678
1,0.6171126234659225,59.2255991884009
1,0.7258556311732955,80.86035141113976
1,0.804871003649378,91.563596398529
1,0.9988770061010834,101.33406602696877
